group,taxa,species,sp_ncbi,GS_source,GS_obs,Cvalue_1C_pg,ploidy,N_chromosomes_2n,method,congener
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus leucops,1.32,NA,,FIA,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus merula,1.25,NA,80,Fe,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus merula,1.51,NA,,SCF,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus migratorius,1.37,NA,80,FIA,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus migratorius,1.39,NA,,FIA,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus nigriceps,1.35,NA,,FIA,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus philomelos,1.09,NA,80,Fe,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus philomelos,1.93,NA,,SCF,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus reevei,1.37,NA,,FIA,yes
vert,Bird,Turdus torquatus alpestris,Turdus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus smithi,1.62,NA,,FIA,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus chiguanco,1.44,NA,,FIA,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus leucops,1.32,NA,,FIA,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus merula,1.25,NA,80,Fe,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus merula,1.51,NA,,SCF,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus migratorius,1.37,NA,80,FIA,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus migratorius,1.39,NA,,FIA,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus nigriceps,1.35,NA,,FIA,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus philomelos,1.09,NA,80,Fe,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus philomelos,1.93,NA,,SCF,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus reevei,1.37,NA,,FIA,yes
vert,Bird,Turdus torquatus torquatus,Turdus torquatus torquatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus smithi,1.62,NA,,FIA,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus chiguanco,1.44,NA,,FIA,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus leucops,1.32,NA,,FIA,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus merula,1.25,NA,80,Fe,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus merula,1.51,NA,,SCF,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus migratorius,1.37,NA,80,FIA,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus migratorius,1.39,NA,,FIA,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus nigriceps,1.35,NA,,FIA,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus philomelos,1.09,NA,80,Fe,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus philomelos,1.93,NA,,SCF,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus reevei,1.37,NA,,FIA,yes
vert,Bird,Turdus viscivorus,Turdus viscivorus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Turdus smithi,1.62,NA,,FIA,yes
vert,Bird,Vermivora chrysoptera,Vermivora chrysoptera,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vermivora peregrina,1.41,NA,NA,FIA,yes
vert,Bird,Vermivora chrysoptera,Vermivora chrysoptera,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vermivora pinus,1.28,NA,NA,FIA,yes
vert,Bird,Vermivora chrysoptera,Vermivora chrysoptera,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vermivora ruficapilla,1.36,NA,NA,FIA,yes
vert,Bird,Vermivora cyanoptera,Vermivora cyanoptera,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vermivora peregrina,1.41,NA,NA,FIA,yes
vert,Bird,Vermivora cyanoptera,Vermivora cyanoptera,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vermivora pinus,1.28,NA,NA,FIA,yes
vert,Bird,Vermivora cyanoptera,Vermivora cyanoptera,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vermivora ruficapilla,1.36,NA,NA,FIA,yes
vert,Bird,Vestiaria coccinea,Vestiaria coccinea,NA,NA,NA,NA,NA,NA,NA
vert,Bird,Vireo griseus,Vireo griseus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo gilvus,1.31,NA,NA,FIA,yes
vert,Bird,Vireo griseus,Vireo griseus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo olivaceus,1.24,NA,NA,FIA,yes
vert,Bird,Vireo griseus,Vireo griseus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo olivaceus,1.25,NA,NA,FIA,yes
vert,Bird,Vireo griseus,Vireo griseus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo philadelphicus,1.35,NA,NA,FIA,yes
vert,Bird,Vireo olivaceus,Vireo olivaceus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.24,NA,NA,FIA,no
vert,Bird,Vireo olivaceus,Vireo olivaceus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.25,NA,NA,FIA,no
vert,Bird,Vireo philadelphicus,Vireo philadelphicus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.35,NA,NA,FIA,no
vert,Bird,Vireo solitarius,Vireo solitarius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo gilvus,1.31,NA,NA,FIA,yes
vert,Bird,Vireo solitarius,Vireo solitarius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo olivaceus,1.24,NA,NA,FIA,yes
vert,Bird,Vireo solitarius,Vireo solitarius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo olivaceus,1.25,NA,NA,FIA,yes
vert,Bird,Vireo solitarius,Vireo solitarius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Vireo philadelphicus,1.35,NA,NA,FIA,yes
vert,Bird,Zenaida macroura,Zenaida macroura,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Zenaida auriculata,1.41,NA,NA,FIA,yes
vert,Bird,Zonotrichia albicollis,Zonotrichia albicollis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.33,NA,NA,FIA,no
vert,Bird,Zonotrichia albicollis,Zonotrichia albicollis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.37,NA,82,FC_X,no
vert,Bird,Zonotrichia leucophrys,Zonotrichia leucophrys,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.32,NA,NA,FIA,no
vert,Bird,Zosterops lateralis,Zosterops lateralis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,congener Zosterops pallidus,1.35,NA,NA,FIA,yes
vert,Fish,Alosa pseudoharengus,Alosa pseudoharengus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.4,NA,48,BFA,no
vert,Fish,Argentina silas,Argentina silus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.85,NA,44,Fe,no
vert,Fish,Brosme brosme,Brosme brosme,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Clupea harengus,Clupea harengus,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Coregonus albellus,Coregonus albellus,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Coregonus clupeaformis,Coregonus clupeaformis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.44,NA,NA,FIA,no
vert,Fish,Coregonus clupeaformis,Coregonus clupeaformis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.44,NA,80,Fe,no
vert,Fish,Coregonus fatioi,Coregonus fatioi,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Coregonus lavaretus,Coregonus lavaretus,"Bargetzi JP. 1958. Application de méthodes d'analyse biochimique à une étude taxonomique: les corégones du lac de Neuchâtel. Experientia 14(12): 445-447. Lockwood SF, Seavey BT, Dillinger Jr RE & Bickham JW. 1991. Variation in DNA content among age classes of broad whitefish (Coregonus nasus) from the Sagavanirktok River delta. Canadian Journal of Zoology 69(5): 1335-1338.",Coregonus lavaretus widegrini,2.9,NA,76-80,Fe,no
vert,Fish,Cynotilapia afra,Cynotilapia afra,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Cyprinella venusta,Cyprinella venusta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.21,NA,50,Fe,no
vert,Fish,Cyprinodon tularosa,Cyprinodon tularosa,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Esox lucius,Esox lucius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.85,NA,NA,BCA,no
vert,Fish,Esox lucius,Esox lucius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.97,NA,NA,BCA,no
vert,Fish,Esox lucius,Esox lucius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.98,NA,NA,BCA,no
vert,Fish,Esox lucius,Esox lucius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.13,NA,NA,FIA,no
vert,Fish,Esox lucius,Esox lucius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.15,NA,50,FC_X,no
vert,Fish,Esox lucius,Esox lucius,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.36,NA,NA,Fe,no
vert,Fish,Gadus morhua,Gadus morhua,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.93,NA,NA,FIA,no
vert,Fish,Gambusia affinis,Gambusia affinis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.75,NA,NA,FC_X,no
vert,Fish,Gambusia affinis,Gambusia affinis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.78,NA,NA,Fe,no
vert,Fish,Gambusia affinis,Gambusia affinis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.91,NA,NA,FC_X,no
vert,Fish,Gambusia affinis,Gambusia affinis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.94,NA,48,FC_X,no
vert,Fish,Gambusia holbrooki,Gambusia holbrooki,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.86,NA,48,BFA,no
vert,Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.58,NA,NA,FC_X,no
vert,Fish,Gasterosteus aculeatus,Gasterosteus aculeatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.7,NA,42,BFA,no
vert,Fish,Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Gymnogobius isaza,Gymnogobius isaza,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Hippoglossoides platessoides,Hippoglossoides platessoides,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.84,NA,NA,FIA,no
vert,Fish,Hippoglossus hippoglossus,Hippoglossus hippoglossus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.73,NA,NA,FIA,no
vert,Fish,Labidesthes sicculus,Labidesthes sicculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.67,NA,NA,FIA,no
vert,Fish,Lepomis gibbosus,Lepomis gibbosus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.95,NA,NA,FIA,no
vert,Fish,Lepomis macrochirus,Lepomis macrochirus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.62,NA,NA,SCF,no
vert,Fish,Lepomis macrochirus,Lepomis macrochirus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.73,NA,NA,FIA,no
vert,Fish,Lepomis macrochirus,Lepomis macrochirus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.94,NA,48,Fe,no
vert,Fish,Lepomis macrochirus,Lepomis macrochirus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.96,NA,NA,FC_X,no
vert,Fish,Lepomis macrochirus,Lepomis macrochirus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.98,NA,NA,FC_X,no
vert,Fish,Lepomis macrochirus,Lepomis macrochirus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1,NA,NA,FC_X,no
vert,Fish,Lepomis macrochirus,Lepomis macrochirus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.01,NA,NA,FC_X,no
vert,Fish,Melanogrammus aeglefinus,Melanogrammus aeglefinus,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Merlangius merlangus,Merlangius merlangus,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Merluccius bilinears,Merluccius bilinearis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.84,NA,NA,FIA,no
vert,Fish,Merluccius bilinears,Merluccius bilinearis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.93,NA,NA,BFA,no
vert,Fish,Metriaclima zebra,Maylandia zebra,NA,NA,NA,NA,NA,NA,NA
vert,Fish,Notropis atherinoides,Notropis atherinoides,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.19,NA,50,Fe,no
vert,Fish,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.23,NA,NA,Fe,no
vert,Fish,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.57,NA,52,FC_X,no
vert,Fish,Oncorhynchus keta,Oncorhynchus keta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.49,NA,NA,FIA,no
vert,Fish,Oncorhynchus keta,Oncorhynchus keta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.64,NA,74,FC_X,no
vert,Fish,Oncorhynchus keta,Oncorhynchus keta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.76,NA,NA,Fe,no
vert,Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.6,NA,NA,FC_X,no
vert,Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3,NA,60,BFA,no
vert,Fish,Oncorhynchus kisutch,Oncorhynchus kisutch,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.05,NA,NA,Fe,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.87,NA,NA,BCA,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.4,NA,NA,FIA,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.44,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.44,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.45,NA,NA,FIA,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.59,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.6,NA,60,Fe,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.69,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.7,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.75,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.75,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.75,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.76,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.78,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.78,NA,NA,BCA,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.8,NA,NA,Fe,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.81,NA,NA,UVM,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.83,NA,NA,BCA,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.84,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.85,NA,NA,FC_X,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.89,NA,NA,Fe,no
vert,Fish,Oncorhynchus mykiss,Oncorhynchus mykiss,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.92,NA,NA,Fe,no
vert,Fish,Oncorhynchus nerka,Oncorhynchus nerka,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.77,NA,NA,FC_X,no
vert,Fish,Oncorhynchus nerka,Oncorhynchus nerka,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.96,NA,NA,FC_X,no
vert,Fish,Oncorhynchus nerka,Oncorhynchus nerka,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.04,NA,56,Fe,no
vert,Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.45,NA,NA,FIA,no
vert,Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.58,NA,NA,FC_X,no
vert,Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.3,NA,68,BFA,no
vert,Fish,Pleuronectes platessa,Pleuronectes platessa,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,synonym Pleuronectes platessus,0.39,NA,48,SCF,no
vert,Fish,Poecilia reticulata,Poecilia reticulata,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,0.77,NA,NA,Fe,no
vert,Fish,Poecilia reticulata,Poecilia reticulata,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1,NA,46,FC_X,no
vert,Fish,Salmo salar,Salmo salar,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.98,NA,NA,FC_X,no
vert,Fish,Salmo salar,Salmo salar,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.1,NA,60,FC_X,no
vert,Fish,Salmo salar,Salmo salar,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.27,NA,NA,FIA,no
vert,Fish,Salmo trutta,Salmo trutta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Salmo trutta fario,2.9,NA,NA,Fe,no
vert,Fish,Salmo trutta,Salmo trutta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Salmo trutta fario,3.15,NA,80,FC_X,no
vert,Fish,Salmo trutta,Salmo trutta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Salmo trutta macrostigma,3.19,NA,80,FC_X,no
vert,Fish,Salmo trutta,Salmo trutta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Salmo trutta trutta,2.59,NA,NA,FC_X,no
vert,Fish,Salmo trutta,Salmo trutta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Salmo trutta trutta,2.73,NA,NA,Fe,no
vert,Fish,Salmo trutta,Salmo trutta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Salmo trutta trutta,2.95,NA,NA,FC_X,no
vert,Fish,Salmo trutta,Salmo trutta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Salmo trutta trutta,2.95,NA,NA,FC_X,no
vert,Fish,Salmo trutta,Salmo trutta,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Salmo trutta trutta,3.07,NA,80,FC_X,no
vert,Fish,Salvelinus alpinus,Salvelinus alpinus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.92,NA,NA,FIA,no
vert,Fish,Salvelinus alpinus,Salvelinus alpinus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.36,NA,NA,FIA,no
vert,Fish,Salvelinus alpinus,Salvelinus alpinus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,3.7,NA,80,Fe,no
vert,Fish,Sander lucioperca,Sander lucioperca,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,1.14,NA,48,FC_X,no
vert,Fish,Sardinops ocellatus,Sardinops ocellatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,synonym Sardinops sagax,1.01,NA,NA,FIA,no
vert,Fish,Sardinops ocellatus,Sardinops ocellatus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,synonym Sardinops sagax,1.35,NA,48,Fe,no
vert,Fish,Thymallus thymallus,Thymallus thymallus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,NA,2.15,NA,102,FC_X,no
vert,Fish,Trisopterus esmarkii,Trisopterus esmarkii,NA,NA,NA,NA,NA,NA,NA
vert,Reptile,Anolis sagrei,Anolis sagrei,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,synonym Anolis sagraei,1.89,NA,28,SCF,no
vert,Reptile,Podarcis sicula,Podarcis siculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Podarcis sicula campestris,1.3,NA,NA,SCF,no
vert,Reptile,Podarcis sicula,Podarcis siculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Podarcis sicula campestris,2.21,NA,38,Fe,no
vert,Reptile,Podarcis sicula,Podarcis siculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Podarcis sicula sicula,2.2,NA,38,Fe,no
vert,Reptile,Podarcis sicula,Podarcis siculus,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,subspecies Podarcis sicula sicula,2.2,NA,NA,Fe,no
vert,Mammal,Abrothrix longipilis apta,Abrothrix longipilis,NA,NA,NA,NA,NA,NA,NA
vert,Mammal,Abrothrix olivaceus brachiotis,Abrothrix olivaceus brachiotis,Gregory TR. 2021. Animal Genome Size Database. http://www.genomesize.com.,species (synonym) Akodon olivaceus,3.05,NA,NA,Fe,no
